Wine	store_sku	catalogid	csize	pos_qty	web_qty	web_cost	cprice	surcharge	aipo	ppo	min_price	manual_price	web_markup	fcase_price	fbot_cost	pos_cost	xf_bot_cost	splitcase_charge	cost_diff	bot_per_case	xf_bot_per_case	Wholesaler	minimumquantity	hide	avail_code
Herzog Selection Cabernet Sauvignon Vin De Pays D'oc	35142	431553	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	8.9300	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Fox Run Traminette Hedonia	116250	752338	375ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Mirassou Chardonnay	37202	433614	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY EMNROY	NULL	0	2
Emiliana Chardonnay Natura	50916	448017	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Goose Watch Traminette	20284	20284	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.4300	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Sledgehammer Zinfandel	77135	705599	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Domaine De La Quilla Muscadet Sevre Et Maine Sur Lie	102454	738191	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Freixenet Cava Spumante	34745	431156	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Herzog Selection Merlot Vin De Pays D'oc Kosher	34976	431387	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Emiliana Sauvignon Blanc Natura	61268	681308	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Mirassou Cabernet Sauvignon	37201	433613	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY EMNROY	NULL	0	2
Caposaldo Chianti	33286	429693	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Silver Ridge Cabernet Sauvignon	78853	707749	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Happy Bitch Sauvignon Blanc	108864	744751	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Mirassou Pinot Grigio	61591	681895	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY EMNROY	NULL	0	2
Emiliana Carmenere Natura	51198	448302	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Herzog Selection Royale Selection Chardonnay	116292	752380	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.7500	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Bully Hill Merlot	38856	435268	750ml	1	1	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	117.0000	8	9.7500	8.0000	1.6000	0.00	12	12	SWS	NULL	0	2
Luigi Cecchi & Figli Toscana Bonizio	103319	739052	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	9.0800	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Freixenet Carta Nevada Brut	18587	18587	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.00	8	8.4800	8.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Seven Falls Winery Cabernet Sauvignon	1550	749268	750ml	1	1	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	0.0000	NULL	9.7500	NULL	NULL	0.00	0	NULL		NULL	0	1
Columbia Crest Two Vines Gewurztraminer	33030	429437	750ml	0	0	9.7500	11.9400		NULL	NULL	0.0000	0.0000	0.22	97.80	8.15	9.7500	8.1500	1.6000	0.00	12	12	SWS	NULL	0	2
Oveja Negra Cabernet / Syrah Blend	78024	706528	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.00	8.17	9.7700	8.1700	1.6000	0.00	12	12	SWS	NULL	0	2
Santa Carolina Merlot/Cabernet Vistana	40187	436600	1.5Ltr	0	0	9.7700	16.9400	5	NULL	NULL	0.0000	0.0000	0.73	49.00	8.17	9.7700	8.1700	1.6000	0.00	6	6	LAUBER	NULL	0	2
Villa Pozzi Moscato	93365	728683	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.04	8.17	9.7700	8.1700	1.6000	0.00	12	12	SWS	NULL	0	2
Pozzi Villa  Pinot Grigio Sicilia Igt	39623	436036	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.04	8.17	9.7700	8.1700	1.6000	0.00	12	12	SWS	NULL	0	2
Yellow Tail Moscato	80962	710123	1.5Ltr	17	17	9.7700	16.9400	5	NULL	NULL	0.0000	0.0000	0.73	58.6200	11.3	9.7700	11.3000	1.6000	0.00	6	6	SWS SWS	NULL	0	2
Pozzi Nero D'avola Sicilia Igt	39754	436167	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.04	8.17	9.7700	8.1700	1.6000	0.00	12	12	SWS	NULL	0	2
Oveja Negra Chardonnay/Viognier	71169	695809	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.00	8.17	9.7700	8.1700	1.6000	0.00	12	12	SWS	NULL	0	2
Pozzi Cabernet Sauvignon Sicilia Igt	39753	436166	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.04	8.17	9.7700	8.1700	1.6000	0.00	12	12	SWS	NULL	0	2
Cayalla Rtw	110617	746530	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.00	8.17	9.7700	8.1700	1.6000	0.00	12	12	LAUBER	NULL	0	2
Poggiotondo Bianco	100846	736603	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.00	8.17	9.7700	8.1700	1.6000	0.00	12	12	LAUBER	NULL	0	2
Oveja Negra Cabernet Franc Carmenere	71613	696415	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.00	8.17	9.7700	8.1700	1.6000	0.00	12	12	SWS	NULL	0	2
Santa Carolina Chardonnay/Sauvignon Blanc Vistana	39241	435654	1.5Ltr	0	0	9.7700	16.9400	5	NULL	NULL	0.0000	0.0000	0.73	49.00	8.17	9.7700	8.1700	1.6000	0.00	6	6	LAUBER	NULL	0	2
Gekkeikan Sake Junmai Ginjo Suzaku	112302	748219	300ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.04	8.17	9.7700	8.1700	1.6000	0.00	12	12	SWS	NULL	0	2
Oveja Negra Sauvignon Blanc / Carmenere Blend	78025	706529	750ml	0	0	9.7700	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.00	8.17	9.7700	8.1700	1.6000	0.00	12	12	SWS	NULL	0	2
Chateau Prieure St-Laurent Reserve	82242	711750	1.5Ltr	18	18	9.7800	16.9400	5	NULL	NULL	0.0000	0.0000	0.73	117.3600	9.78	9.7800	14.6700	0.5000	0.00	12	6	TOUT	NULL	0	1
Chateau Prieure St-Laurent Reserve	82242	711750	1.5Ltr	18	18	9.7800	16.9400	5	NULL	NULL	0.0000	0.0000	0.73	117.3600	9.78	9.7800	13.3300	0.5000	0.00	12	6		NULL	0	1
Chateau Ste. Michelle Riesling Harvest Select	108733	744620	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Red Diamond Pinot Noir	98926	734679	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Snoqualmie Merlot	40223	436636	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Snoqualmie Syrah	45628	442719	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Snoqualmie Cabernet-Merlot Whistle Stop Red	40768	437181	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Blue Nun Rivaner	103311	739044	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Red Diamond Temperamental Red Blend	100897	736654	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Red Diamond Shiraz	39496	435909	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Red Diamond Malbec	105715	741536	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Chateau Ste. Michelle Riesling Dry	32016	427721	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Snoqualmie Chardonnay	50528	447627	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Red Diamond Chardonnay	39403	435816	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Red Diamond Cabernet Sauvignon	39402	435815	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	98.40	8.2	9.8000	8.2000	1.6000	0.00	12	12	SWS	NULL	0	2
Merryvale Chardonnay Starmont	117672	753848	375ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	108.00	9	9.8000	9.0000	0.8000	0.00	12	12	VERITY	0	0	2
Domaine Lafage Cote D'est Blanc Vdp	120052	756280	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	108.00	9	9.8000	9.0000	0.8000	0.00	12	12	VERITY	0	0	2
Starborough Sauvignon Blanc	51717	448824	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	96.60	8.05	9.8000	8.0500	1.7500	0.00	12	12	COLONY EMNROY	NULL	0	2
Barnard Griffin Cabernet/Merlot	82733	683304	750ml	0	0	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	108.00	9	9.8000	9.0000	0.8000	0.00	12	12	VERITY	0	0	2
Domaine Lafage Cote D'est Blanc Vdp	108373	744254	750ml	1	1	9.8000	11.9400		NULL	NULL	0.0000	0.0000	0.22	117.6000	9.8	9.8000	14.6700	0.8000	0.00	12	12		0	0	1
La Boca Chardonnay	71714	696515	750ml	0	0	9.8200	12.2400		NULL	NULL	0.0000	0.0000	0.25	96.83	8.07	9.8200	8.0700	1.7500	0.00	12	12	COLONY	NULL	0	2
La Boca Malbec	71713	696514	750ml	0	0	9.8200	12.2400		NULL	NULL	0.0000	0.0000	0.25	96.83	8.07	9.8200	8.0700	1.7500	0.00	12	12	COLONY	NULL	0	2
Masked Rider Gun Smoke Red	66049	688901	750ml	0	0	9.8200	12.2400		NULL	NULL	0.0000	0.0000	0.25	96.88	8.07	9.5900	8.0700	1.7500	0.00	12	12	COLONY	NULL	0	2
Prado Rey Rosado Rose Aged In Oak	106199	742019	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Andre Delorme Chardonnay Brut Reserve	76455	704909	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Domaine Poiron Dabin Pinot Gris Tradition	116618	752711	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Forest Glen Moscato	106838	742668	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Fattoria La Lecciaia Rosso Di Montalcino	105368	741196	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Altoona Hills Merlot	31903	427608	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	97.00	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Terra Vega Cabernet Sauvignon Reserva	112051	747966	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Windy Hills Estate Merlot	110275	746177	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Hai Cabernet Sauvignon The Nomad	115395	751462	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Duck Walk Merlot Blue Duck	102306	738044	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Montezuma Fat Frog Red	38608	435020	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Chateau De Camarsac Bordeaux Superieur	114175	750239	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Louis Latour Chardonnay-Viognier Duet	111207	747134	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Don Guillermo Di Mendoza Malbec (Kosher)	113462	749475	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Forest Glen Pinot Grigio	34845	431256	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Duck Walk Cabernet Sauvignon	59956	24048	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Altoona Hills Chardonnay	31902	427607	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	97.00	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Windy Hills Estate Cabernet Sauvignon	110274	746176	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Hai Riesling The Messenger Emerald	115394	751461	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Altoona Hills Shiraz	32034	427739	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	97.00	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Forest Glen Forest Fire White Merlot	63658	684756	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Chimney Creek Sauvignon Blanc	112487	748414	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
La Coterie Cotes Du Rhone Villages Seguret Terrasse Pavee	109136	745037	750ml	4	4	9.8300	11.9400		NULL	NULL	0.0000	11.9400	0.21	117.9600	9.83	9.8300	9.3300	0.5000	0.00	12	12		NULL	0	1
Forest Glen Riesling	36761	433172	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Friends Red Wine	117377	753534	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Morada Vineyard Chardonnay	110273	746175	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Morada Vineyard Merlot	116482	752572	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Rocca Giovanni Chardonnay Langhe	105467	741301	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Hai Merlot The Prophet	115393	751460	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Claraval Seleccion Especial	70179	694782	750ml	1	1	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	0.0000	NULL	9.8300	9.3300	0.5000	0.00	0	12	TOUT	NULL	0	2
Rashi Claret California	39337	435750	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Bodegas Heredad Ugarte Rioja Cincuenta	88369	721262	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Swedish Hill Peach Just Peachy	20272	20272	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Alsace Willm Pinot Gris Reserve Cuvee Emile	97858	733594	750ml	1	1	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	117.9600	9.83	9.8300	9.3300	0.5000	0.00	12	12		NULL	0	1
Domaine Le Murmurium Cotes De Ventoux Rose	118131	754308	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
White Oak Sauvignon Blanc	113176	749105	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Domaine Mur-Mur-Ium Syrah Sublime	105961	741799	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
San Crispino Chianti Classico	109263	745171	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Baron De Bon Repos Bordeaux (Organic)	107139	742974	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Otazu Premium Cuvee	116682	752779	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Aichenberg Gruner Veltliner Premium	104064	739828	1.0Ltr	0	0	9.8300	12.2400	5	NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Tommasi Soave Le Volpare	114184	750248	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Prado Rey Roble	102379	738127	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Villa Jolanda Moscato Rose	72873	700194	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Domaine Comte De Monspey Brouilly Cuvee Tradition	91632	726148	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Grand Moulin Chardonnay	117350	753507	1.5Ltr	0	0	9.8300	17.2400	5	NULL	NULL	0.0000	0.0000	0.75	56.00	9.33	9.8300	9.3300	0.5000	0.00	6	6	TOUT	NULL	0	2
Domaine Daniel Pollier Saint Veran Les Trois Bousquet	111016	746937	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Cadetto Montepulciano D'abruzzo	99657	735416	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Bodega Don Mendoza Cabernet Sauvignon (Kosher)	115766	751834	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
O By Gilles Louvet Chardonnay - Organic	104928	740727	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Domaine Du Pere Caboche Cotes Du Rhone	118503	754684	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Wine Sisterhood Middle Sister Pink Passionista Pink Moscato	107951	743805	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	97.00	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Glenora Yellow Cab	26431	420763	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Grand Moulin Cabernet Sauvignon	118128	754305	1.5Ltr	0	0	9.8300	17.2400	5	NULL	NULL	0.0000	0.0000	0.75	56.00	9.33	9.8300	9.3300	0.5000	0.00	6	6	TOUT	NULL	0	2
Cantine Terranera Greco Di Tufo Docg	108007	743843	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Swedish Hill Raspberry Radical Raspberry	20337	20337	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.4300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Chateau Roques De Jeanlice Bordeaux Red	110267	746169	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Morada Vineyard Cabernet Sauvignon	117471	753638	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Domaine Fromont Macon Villages	107551	743406	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Villa Jolanda Pinot Rose Brut (Spiral Bottle)	106188	742008	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Smoke Stack Sauvignon Blanc Reserve	109315	745216	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Alsace Willm Blanc De Blanc Brut	54530	451944	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Alsace Willm Riesling	109259	745167	375ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
O By Gilles Louvet Sauvignon Blanc - Organic	104927	740726	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Cantina Gabriele Rosato (Kosher)	119820	756076	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Morada Vineyard Old Vine Zinfandel	114179	750243	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Grand Moulin Cabernet Sauvignon	107550	743405	1.5Ltr	0	0	9.8300	17.2400	5	NULL	NULL	0.0000	0.0000	0.75	56.00	9.33	9.8300	9.3300	0.5000	0.00	6	6	TOUT	NULL	0	2
Monti Guidi Montepulciano D'abruzzo Riserva	117393	753550	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
