Wine	store_sku	catalogid	csize	pos_qty	web_qty	web_cost	cprice	surcharge	aipo	ppo	min_price	manual_price	web_markup	fcase_price	fbot_cost	pos_cost	xf_bot_cost	splitcase_charge	cost_diff	bot_per_case	xf_bot_per_case	Wholesaler	minimumquantity	hide	avail_code
Chateau Les Genets Montagne Saint-Emilion	116491	752591	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Morada Vineyard Cabernet Sauvignon	100402	736191	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Chateau Mylord Cuvee Milady	89495	722938	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Middle Sister Smarty Pants Chardonnay	78995	707879	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Zeni Lugana	108435	744322	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Domaine De La Vigne Au Roy Bourgogne Hautes Cotes De Nuits Blanc	117457	753624	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Domaine De La Colline Chinon Rouge	102371	738119	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Bricco Sant Antonio Moscato D'asti	115794	751861	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Prado Rey Rosado Rose Aged In Oak	119829	756085	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Altoona Hills Cabernet/Shiraz	31905	427610	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	97.00	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Friends Red Wine	103635	739377	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
La Braja Barbera D'asti By Castello Di Gabiano	114191	750255	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Cantina Gabriele Dolcemente Red - Rav Rottenberg (Kosher)	118831	755056	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Windy Hills Estate Sauvignon Blanc	110277	746179	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Goose Watch Diamond	18778	18778	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	96.96	8.08	8.2700	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Gilles Louvet Terrasse Du Midi Rose (Organic)	118300	754492	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Zinsanity Zinfandel Paso Robles	116538	752647	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Simonnet Febvre Pinot Noir	117358	753515	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Brotte Cotes Du Rhone Esprit Barville	119807	756063	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Altoona Hills Cabernet/Merlot	31904	427609	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	97.00	8.08	9.8300	8.0800	1.7500	0.00	12	12	COLONY	NULL	0	2
Agua De Piedra Malbec Gran Seleccion	114294	750390	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Windy Hills Estate Chardonnay	110276	746178	750ml	0	0	9.8300	12.2400		NULL	NULL	0.0000	0.0000	0.24	112.00	9.33	9.8300	9.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Contemassi Toscana Red	104107	739869	750ml	0	0	9.8400	12.2400		NULL	NULL	0.0000	0.0000	0.24	97.12	8.09	9.8400	8.0900	1.7500	0.00	12	12	COLONY	NULL	0	2
Sake Hana Flavored Fuji Apple	41485	437913	750ml	5	5	9.8400	12.2400		NULL	NULL	0.0000	0.0000	0.24	118.0800	9.84	9.8400	8.6700	1.7500	0.00	12	12		NULL	0	1
La Quercia Montepulciano	107917	743771	750ml	0	0	9.8500	12.2400		NULL	NULL	0.0000	0.0000	0.24	99.00	8.25	9.8500	8.2500	1.6000	0.00	12	12	LAUBER	NULL	0	2
Carletto Ricco Rosso	88124	720745	750ml	0	0	9.8500	12.2400		NULL	NULL	0.0000	0.0000	0.24	99.00	8.25	9.8500	8.2500	1.6000	0.00	12	12	SWS	NULL	0	2
Carletto Ricco Bianco	88123	720744	750ml	0	0	9.8500	12.2400		NULL	NULL	0.0000	0.0000	0.24	99.00	8.25	9.8500	8.2500	1.6000	0.00	12	12	SWS	NULL	0	2
Carletto Pinot Grigio	105374	741202	750ml	0	0	9.8500	12.2400		NULL	NULL	0.0000	0.0000	0.24	99.00	8.25	9.8500	8.2500	1.6000	0.00	12	12	SWS	NULL	0	2
Senorio De Barahonda Yecla Barrica	110234	746146	750ml	28	28	9.8700	13.9400		NULL	NULL	0.0000	13.9400	0.41	118.4400	9.87	9.8700	11.3300	0.0000	0.00	12	12	SKUR	NULL	0	2
Chateau Cantemerle Les Allees De Cantemerle	87460	719934	375ml	0	0	9.8800	12.3400		NULL	NULL	0.0000	0.0000	0.25	225.00	9.38	9.8800	9.3800	0.5000	0.00	24	24	TOUT	NULL	0	2
Lombardo Marsala Fine Ip	50549	447648	750ml	0	0	9.9000	12.3400		NULL	NULL	0.0000	0.0000	0.25	99.60	8.3	9.9000	8.3000	1.6000	0.00	12	12	SWS SWS	NULL	0	2
Vinum Cellars Red Dirt Red	96757	732422	750ml	0	0	9.9000	12.3400		NULL	NULL	0.0000	0.0000	0.25	108.00	9	9.9000	9.0000	0.9000	0.00	12	12	MSCOTT	NULL	0	2
Bodegas O. Fournier Tempranillo Urban Uco	114624	750685	750ml	0	0	9.9000	12.3400		NULL	NULL	0.0000	0.0000	0.25	108.00	9	9.9000	9.0000	0.9000	0.00	12	12	MSCOTT	NULL	0	2
Lombardo Sweet Marsala	44529	441620	750ml	0	0	9.9000	12.3400		NULL	NULL	0.0000	0.0000	0.25	99.60	8.3	9.9000	8.3000	1.6000	0.00	12	12	SWS	NULL	0	2
Chateau De Puligny-Montrachet Bourgogne Rose	100615	736395	750ml	0	0	9.9000	12.3400		NULL	NULL	0.0000	0.0000	0.25	108.00	9	9.9000	9.0000	0.9000	0.00	12	12	MSCOTT	NULL	0	2
Bodegas O. Fournier Malbec Urban Uco	114622	750683	750ml	0	0	9.9000	12.3400		NULL	NULL	0.0000	0.0000	0.25	108.00	9	9.9000	9.0000	0.9000	0.00	12	12	MSCOTT	NULL	0	2
Bodegas O. Fournier Malbec-Tempranillo Urban Uco	114621	750682	750ml	0	0	9.9000	12.3400		NULL	NULL	0.0000	0.0000	0.25	108.00	9	9.9000	9.0000	0.9000	0.00	12	12	MSCOTT	NULL	0	2
Anni Pfalz Riesling	104293	740052	1.0Ltr	0	0	9.9000	12.3400	5	NULL	NULL	0.0000	0.0000	0.25	108.00	9	9.9000	9.0000	0.9000	0.00	12	12	MSCOTT	NULL	0	2
Edge Cabernet Sauvignon	111024	746945	750ml	56	56	9.9200	12.3400		NULL	NULL	0.0000	0.0000	0.24	119.0400	9.92	9.9200	15.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Schmitt Sohne Riesling Kabinett	62301	682727	750ml	0	0	9.9200	12.3400		NULL	NULL	0.0000	0.0000	0.24	98.00	8.17	9.9200	8.1700	1.7500	0.00	12	12	COLONY	NULL	0	2
Bodegas Lan Crianza	113183	749112	750ml	2	2	9.9200	12.3400		NULL	NULL	0.0000	0.0000	0.24	119.0400	9.92	9.9200	9.9200	0.5000	0.00	12	12	TOUT	NULL	0	2
E. Guigal Cotes Du Rhone	112053	747968	750ml	39	39	9.9200	12.3400		NULL	NULL	0.0000	0.0000	0.24	119.0400	9.92	9.9200	11.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Widmer Cellars Red Harvest Lake Niagara	43652	440741	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.9300	8.3300	1.6000	0.00	6	6	SWS	NULL	0	2
Frisk Wines Riesling Prickly	116445	752535	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	LAUBER	NULL	0	2
Monkey Bay Sauvignon Blanc	29215	448220	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Biltmore Estate Christmas White	110899	746816	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Fortant De France Grenache Rose Coast Select	108907	744794	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	LAUBER	NULL	0	2
Manischewitz Cream Peach	37182	433594	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.9300	8.3300	1.6000	0.00	6	6	SWS	NULL	0	2
Pepi Chardonnay	37276	433688	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Manischewitz Malaga	37192	433604	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.9300	8.3300	1.6000	0.00	6	6	SWS SWS	NULL	0	2
Fortant De France Cabernet Sauvignon Coast Select	108906	744793	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	LAUBER	NULL	0	2
Ravenswood Zen Of Zin Z Blend	105769	741590	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Hosmer Estate Red	26492	420832	750ml	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	99.96	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
A To Z Wineworks Pinot Noir Oregon	114111	750151	375ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	200.00	8.33	9.9300	8.3300	1.6000	0.00	24	24	LAUBER	NULL	0	2
Nathanson Creek Chardonnay	37162	433574	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.9300	8.3300	1.6000	0.00	6	6	SWS	NULL	0	2
Pleasant Valley Millennium Brut	38453	434865	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	99.96	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Manischewitz Cherry	37179	433591	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.9300	8.3300	1.6000	0.00	6	6	SWS SWS	NULL	0	2
Great Western Extra Dry	18200	18200	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Manischewitz Cream White Concord	37187	433599	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.0300	8.3300	1.6000	0.00	6	6	SWS	NULL	0	2
Pepi Pinot Grigio	109527	745431	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Ravenswood Zen Of Zin Z Blend	119018	755245	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Black Tower Pink Bubbly	89626	723071	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	99.96	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Widmer Cellars White	43642	440731	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.9300	8.3300	1.6000	0.00	6	6	SWS	NULL	0	2
Nathanson Creek Cabernet Sauvignon	37158	433570	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	8.7000	8.3300	1.6000	0.00	6	6	SWS	NULL	0	2
Manischewitz Cream White Concord	37187	433599	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.0300	8.3300	1.6000	0.00	6	6	SWS SWS	NULL	0	2
Pepi Chenin Blanc Viognier	110733	746645	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	SWS	NULL	0	2
Besitos Valentino Moscato	108738	744625	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	LAUBER	NULL	0	2
Manischewitz Blackberry	37176	433588	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.7000	8.3300	1.6000	0.00	6	6	SWS SWS	NULL	0	2
Joseph Drouhin Beaujolais Nouveau	113397	749355	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	LAUBER	NULL	0	2
High Def Riesling	78153	706842	750ml	0	0	9.9300	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.00	8.33	9.9300	8.3300	1.6000	0.00	12	12	LAUBER	NULL	0	2
Manischewitz Concord Grape Kosher For Passover	19561	19561	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.0300	8.3300	1.6000	0.00	6	6	SWS SWS	NULL	0	2
Nathanson Creek Merlot	37554	433966	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.9300	8.3300	1.6000	0.00	6	6	SWS	NULL	0	2
Manischewitz Cream Red Concord	37184	433596	1.5Ltr	0	0	9.9300	17.3400	5	NULL	NULL	0.0000	0.0000	0.75	50.00	8.33	9.9300	8.3300	1.6000	0.00	6	6	SWS SWS	NULL	0	2
Candoni Merlot	49822	446914	750ml	0	0	9.9500	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.20	8.35	9.9500	8.3500	1.6000	0.00	12	12	SWS	NULL	0	2
Candoni Chianti	32930	429337	750ml	0	0	9.9500	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.20	8.35	9.9500	8.3500	1.6000	0.00	12	12	SWS	NULL	0	2
Candoni Pinot Noir	33062	429469	750ml	0	0	9.9500	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.20	8.35	9.9500	8.3500	1.6000	0.00	12	12	SWS	NULL	0	2
Candoni Pinot Grigio	49823	446915	750ml	0	0	9.9500	12.3400		NULL	NULL	0.0000	0.0000	0.24	100.20	8.35	9.9500	8.3500	1.6000	0.00	12	12	SWS	NULL	0	2
Dreaming Tree Crush Red	1703	751219	750ml	1	1	9.9800	12.4400		NULL	NULL	0.0000	0.0000	0.25	0.0000	NULL	9.9800	NULL	NULL	0.00	0	NULL		NULL	0	1
Ruffino Pinot Grigio Lumina Venezia Giulia Igt	39680	436093	750ml	0	0	9.9800	12.4400		NULL	NULL	0.0000	0.0000	0.25	100.60	8.38	9.9800	8.3800	1.6000	0.00	12	12	SWS	NULL	0	2
Powers Cabernet Sauvignon	115924	752016	750ml	11	11	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Dreaming Tree Everyday White	1348	743176	750ml	27	27	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	NULL	10.0000	NULL	NULL	0.00	0	NULL		NULL	0	1
Petit Chapeau Macon-Villages	119785	756008	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Tozai Voices In The Mist Ginjo Nigori Sake	56054	453469	300ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
J. Bookwalter Chardonnay Viognier Couplet	107816	743672	750ml	12	12	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	1.7500	0.00	12	12	COLONY	NULL	0	2
Lonardo Grecomusc Bianco	108097	743939	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Tres Palacios Merlot Family Vintage	100442	736231	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Sulauze Galinette Blanc	106276	742109	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Georges Duboeuf Morgon Jean Descombes	1101	738529	750ml	32	32	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	12	10.0000	12.0000	1.6000	0.00	0	12	SWS	NULL	0	2
La Berta Sangiovese Di Romagna	109142	745022	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Cavit Pinot Grigio	49635	446732	1.5Ltr	59	59	10.0000	17.4400	5	NULL	NULL	0.0000	0.0000	0.74	60.0000	14	10.0000	14.0000	1.6000	0.00	6	6	SWS	NULL	0	2
Domaine Lafond Cotes Du Rhone Rouge	108277	744160	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Tozai Well Of Wisdom Ginjo Sake	56053	453468	300ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Chateau Fantin Bordeaux Blanc	117491	753656	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Layer Cake Shiraz	112617	748549	750ml	92	92	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	12	10.0000	12.0000	1.6000	0.00	12	12	LAUBER	NULL	0	2
Almaden Merlot	49748	446846	1.5Ltr	0	0	10.0000	17.4400	5	NULL	NULL	0.0000	0.0000	0.74	50.40	8.4	10.0000	8.4000	1.6000	0.00	6	6	SWS	NULL	0	2
Ecker Gruner Veltliner	1836	756378	1.0Ltr	12	12	10.0000	12.4400	5	NULL	NULL	0.0000	0.0000	0.24	0.0000	NULL	10.0000	NULL	NULL	0.00	0	NULL		NULL	0	1
Cavit Pinot Grigio	49635	446732	1.5Ltr	59	59	10.0000	17.4400	5	NULL	NULL	0.0000	0.0000	0.74	60.0000	14	10.0000	14.0000	1.6000	0.00	6	6	SWS SWS	NULL	0	2
Tommasi Prosecco	884	730519	750ml	7	7	10.0000	13.9400		NULL	NULL	0.0000	13.9400	0.39	0.0000	NULL	10.0000	12.0000	0.5000	0.00	0	12	TOUT	NULL	0	2
Rihaku Dance Of Discovery Junmai Sake	118568	754744	300ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Trim Cabernet Sauvignon	108773	744660	750ml	8	8	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.9000	0.00	12	12	MSCOTT	NULL	0	2
Morisfarms Monteregio	103029	738766	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Saracco Moscato D'asti	118544	754726	750ml	36	36	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	11.33	10.0000	11.3300	1.6000	0.00	12	12	LAUBER	NULL	0	2
Chateau Fantin Bordeaux Superieur Rouge	105036	740844	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Roth Sauvignon Blanc	118739	754964	750ml	33	33	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	13.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Layer Cake Malbec	904	731966	750ml	6	6	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	12	10.0000	12.0000	1.6000	0.00	0	12	LAUBER	NULL	0	1
Dreaming Tree Cabernet Sauvignon	1401	744294	750ml	20	20	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	NULL	10.0000	NULL	NULL	0.00	0	NULL		NULL	0	1
Lou Bar Rou Cotes Du Ventoux	112501	748430	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
J Vineyards Pinot Gris California	1376	743363	750ml	42	42	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	12	10.0000	12.0000	1.6000	0.00	0	12	LAUBER	NULL	0	2
Heron Sauvignon Blanc Mendocino County	116048	752144	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Cvne Rioja Blanco Monopole	117308	753461	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Domaine St. Gayan Cotes Du Rhone	108930	744828	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Alexakis Malvasia	109034	744919	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Joel Gott Riesling	105077	740874	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Chiyonosono Shared Promise Junmai Sake	118222	754391	300ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Heron Pinot Noir California	110397	746305	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Layer Cake Cabernet Sauvignon	1374	743361	750ml	95	95	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	NULL	10.0000	NULL	NULL	0.00	0	NULL		NULL	0	1
Domaine De Pierredon Cotes Du Rhone	75647	703988	750ml	10	10	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	NULL	10.0000	NULL	NULL	0.00	0	NULL		NULL	0	1
Hermanos Pecina Senorio Cosecha	115835	751894	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Schmitt Sohne Riesling Qba Blue Bottle	65607	688219	1.0Ltr	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	99.00	8.25	10.0000	8.2500	1.7500	0.00	12	12	COLONY	NULL	0	2
Chateau Pascaud Bordeaux Superieur	119936	756179	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Heron Cabernet Sauvignon California	101405	737147	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Suavia Soave Classico	70333	694982	750ml	10	10	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	NULL	10.0000	11.3300	0.0000	0.00	0	12		NULL	0	1
Michel Torino Malbec Reserve Don David	102885	750815	750ml	25	25	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	NULL	10.0000	12.0000	0.5000	0.00	0	6	WDMN	0	0	2
Kendall Jackson Chardonnay Vintner's Reserve	1373	743360	750ml	78	78	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	0.0000	NULL	10.0000	NULL	NULL	0.00	0	NULL		NULL	0	1
Anselmo Mendes Vinho Verde Muros Antigos	107590	743447	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Ramsay Petite Sirah	111182	747108	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Domaine Bailly-Reverdy Sancerre Chavignol	118355	754556	375ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Stefano Massone Gavi Masera	118549	754753	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120.0000	10	10.0000	10.0000	0.0000	0.00	12	12	SKUR	NULL	0	2
Allamand Valle De Uco Malbec	109137	745017	750ml	0	0	10.0000	12.4400		NULL	NULL	0.0000	0.0000	0.24	120	10	10.0000	10.0000	0.0000	0.00	12	12	POLA	NULL	0	2
